Names,color_wine,Prices,ML,Ratings,Ratingsnum,Countrys,ABV %,rates,year,brand,location,city,raters_numb
Casadei Sogno Mediterraneo ,Red Wine,25.99,750,0.0,0,"Rhone Red Blends from Tuscany, Italy",14.0,0,2019,Rhone Red Blends,Italy,Tuscany,0
Casadei Petit Verdot ,Red Wine,52.99,750,0.0,0,"Petit Verdot from Tuscany, Italy",0.0,JS,2016,Petit Verdot,Italy,Tuscany,1
Casadei Petit Verdot ,Red Wine,59.99,750,0.0,0,"Petit Verdot from Tuscany, Italy",0.0,0,2015,Petit Verdot,Italy,Tuscany,0
Casal Figueira Antonio ,White Wine,47.99,750,0.0,0,Other White Wine from Portugal,0.0,0,2020,Other White Wine,Portugal,_Not_given_,0
Casanova di Neri Brunello di Montalcino Cerretalto ,Red Wine,409.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",15.0,"JS, D, RP, WS",2016,Sangiovese,Italy,Tuscany,4
Casanova di Neri Brunello di Montalcino Tenuta Nuova (1.5 Liter Magnum) ,Red Wine,289.99,1500,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,JS,2017,Sangiovese,Italy,Tuscany,1
Casanova di Neri Irrosso ,Red Wine,25.99,750,4.4,6,"Tuscan Blends from Tuscany, Italy",13.5,JS,2019,Tuscan Blends,Italy,Tuscany,1
Casanova di Neri Brunello di Montalcino Tenuta Nuova ,Red Wine,199.97,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,WS,2000,Sangiovese,Italy,Tuscany,1
Casanova di Neri Brunello di Montalcino White Label ,Red Wine,73.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"RP, WS, JS, D",2017,Sangiovese,Italy,Tuscany,4
Casanova di Neri Brunello di Montalcino Cerretalto (3 Liter Bottle) ,Red Wine,1599.97,3000,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,"JS, RP, WS",2015,Sangiovese,Italy,Tuscany,3
Casanova di Neri Brunello di Montalcino Tenuta Nuova ,Red Wine,139.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",15.0,"RP, JS, D, WS",2017,Sangiovese,Italy,Tuscany,4
Casanova di Neri Brunello di Montalcino White Label (1.5 Liter Magnum) ,Red Wine,165.99,1500,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"RP, WS, JS, D",2017,Sangiovese,Italy,Tuscany,4
Casanuova delle Cerbaie Brunello di Montalcino ,Red Wine,54.99,750,4.4,9,"Sangiovese from Montalcino, Tuscany, Italy",14.0,JS,2012,Sangiovese,Italy,Tuscany,1
Casanuova delle Cerbaie Brunello di Montalcino Riserva ,Red Wine,109.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",15.0,"WE, RP, JS",2012,Sangiovese,Italy,Tuscany,3
Casanuova delle Cerbaie Rosso di Montalcino ,Red Wine,34.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",0.0,V,2019,Sangiovese,Italy,Tuscany,1
Casanuova delle Cerbaie Rivale ,Red Wine,24.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",0.0,0,2009,Tuscan Blends,Italy,Tuscany,0
Casarena Naoki's Vineyard Malbec ,Red Wine,29.99,750,0.0,0,"Malbec from Mendoza, Argentina",14.0,RP,2018,Malbec,Argentina,Mendoza,1
Casas del Bosque Reserva Sauvignon Blanc ,White Wine,16.99,750,0.0,0,"Sauvignon Blanc from Casablanca Valley, Chile",13.5,"JS, WS",2021,Sauvignon Blanc,Chile,Casablanca Valley,2
Casas del Bosque Reserva Carmenere ,Red Wine,18.99,750,3.6,6,"Carmenere from Rapel Valley, Chile",14.1,"JS, WE",2019,Carmenere,Chile,Rapel Valley,2
Casas del Bosque Gran Reserva Pinot Noir ,Red Wine,19.99,750,0.0,0,"Pinot Noir from Casablanca Valley, Chile",14.0,"JS, RP",2019,Pinot Noir,Chile,Casablanca Valley,2
Casas del Bosque Gran Reserva Cabernet Sauvignon ,Red Wine,22.99,750,0.0,0,"Cabernet Sauvignon from Maipo Valley, Chile",14.5,JS,2019,Cabernet Sauvignon,Chile,Maipo Valley,1
Casas del Bosque Gran Reserva Syrah ,Red Wine,19.99,750,0.0,0,"Syrah/Shiraz from Casablanca Valley, Chile",14.5,0,2019,Syrah/Shiraz,Chile,Casablanca Valley,0
Casas del Bosque Reserva Cabernet Sauvignon ,Red Wine,16.99,750,0.0,0,"Cabernet Sauvignon from Rapel Valley, Chile",14.1,"JS, WS",2019,Cabernet Sauvignon,Chile,Rapel Valley,2
Casas del Bosque Reserva Pinot Noir ,Red Wine,17.99,750,3.8,8,"Pinot Noir from Casablanca Valley, Chile",13.1,JS,2019,Pinot Noir,Chile,Casablanca Valley,1
Casas del Bosque Reserva Chardonnay ,White Wine,15.99,750,0.0,0,"Chardonnay from Casablanca Valley, Chile",13.5,0,2019,Chardonnay,Chile,Casablanca Valley,0
Casata Parini Montepulciano d'Abruzzo ,Red Wine,10.99,750,4.2,59,"Montepulciano from Abruzzo, Italy",0.0,0,2019,Montepulciano,Italy,Abruzzo,0
Cascina Delle Rose Barbaresco Rio Sordo ,Red Wine,155.97,750,0.0,0,Nebbiolo from Italy,0.0,WS,2004,Nebbiolo,Italy,_Not_given_,1
Cascina Delle Rose Barbaresco Tre Stelle ,Red Wine,77.97,750,0.0,0,Nebbiolo from Italy,14.0,"RP, WE, WS",2012,Nebbiolo,Italy,_Not_given_,3
Cascina Delle Rose Barbaresco Tre Stelle ,Red Wine,73.99,750,0.0,0,Nebbiolo from Italy,0.0,RP,2018,Nebbiolo,Italy,_Not_given_,1
Cascina Delle Rose Barbaresco Cascina Tre Stelle ,Red Wine,77.97,750,0.0,0,"Nebbiolo from Barbaresco, Piedmont, Italy",14.0,"RP, WE",2010,Nebbiolo,Italy,Piedmont,2
Cascina Delle Rose Barbaresco Rio Sordo (1.5 Liter Magnum) ,Red Wine,155.97,1500,0.0,0,Nebbiolo from Italy,0.0,WS,2004,Nebbiolo,Italy,_Not_given_,1
Case Paolin Asolo Prosecco Superiore DOCG Brut,Sparkling & Champagne,25.99,750,0.0,0,"Non-Vintage Sparkling Wine from Veneto, Italy",11.5,0,0,Non-Vintage Sparkling Wine,Italy,Veneto,0
Case Paolin Prosecco Treviso DOC,Sparkling & Champagne,19.99,750,0.0,0,"Non-Vintage Sparkling Wine from Veneto, Italy",11.0,0,0,Non-Vintage Sparkling Wine,Italy,Veneto,0
Casillero del Diablo Cabernet Sauvignon ,Red Wine,9.99,750,0.0,0,Cabernet Sauvignon from Chile,0.0,0,2020,Cabernet Sauvignon,Chile,_Not_given_,0
Casillero del Diablo Chardonnay ,White Wine,11.99,750,0.0,0,Chardonnay from Chile,0.0,TP,2020,Chardonnay,Chile,_Not_given_,1
Castagnoli Chianti Classico ,Red Wine,30.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.0,"JS, W&S",2016,Sangiovese,Italy,Tuscany,2
Castagnoli Chianti Classico Riserva Terrazze ,Red Wine,41.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.5,WS,2013,Sangiovese,Italy,Tuscany,1
Castell'in Villa Chianti Classico ,Red Wine,38.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",0.0,0,2018,Sangiovese,Italy,Tuscany,0
Castellani Vermentino ,White Wine,17.99,750,0.0,0,"Vermentino from Tuscany, Italy",12.5,0,2020,Vermentino,Italy,Tuscany,0
Castellani Sangiovese ,Red Wine,15.99,750,4.1,1626,"Sangiovese from Tuscany, Italy",13.0,"JS, WW",2016,Sangiovese,Italy,Tuscany,2
Castellani Monsalaia Maremma Toscana ,Red Wine,15.99,750,4.4,65,"Tuscan Blends from Tuscany, Italy",0.0,0,2019,Tuscan Blends,Italy,Tuscany,0
Castellani Pinot Grigio ,White Wine,11.99,750,4.3,45,"Pinot Gris/Grigio from Veneto, Italy",12.0,0,2021,Pinot Gris/Grigio,Italy,Veneto,0
Castellani Chianti Annata ,Red Wine,13.99,750,4.8,29,"Sangiovese from Chianti, Tuscany, Italy",0.0,0,2020,Sangiovese,Italy,Tuscany,0
Castellani Chianti Classico Riserva ,Red Wine,16.99,750,4.3,34,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",0.0,JS,2017,Sangiovese,Italy,Tuscany,1
Castellare I Sodi S. Niccolo ,Red Wine,129.99,750,4.4,5,"Sangiovese from Tuscany, Italy",0.0,"WS, V",2017,Sangiovese,Italy,Tuscany,2
Castellare Chianti Classico Riserva Il Poggiale ,Red Wine,44.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.5,"JS, D, WE",2019,Sangiovese,Italy,Tuscany,3
Castellare Chianti Classico ,Red Wine,26.99,750,3.9,9,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.5,WS,2020,Sangiovese,Italy,Tuscany,1
Castellare di Castellina Poggio ai Merli di Castellare ,Red Wine,119.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",14.0,"RP, JS, WS",2016,Tuscan Blends,Italy,Tuscany,3
Casteller Cava Brut,Sparkling & Champagne,15.99,750,3.9,40,"Non-Vintage Sparkling Wine from Cava, Spain",11.5,WW,0,Non-Vintage Sparkling Wine,Spain,Cava,1
Casteller Cava Rosado,Sparkling & Champagne,14.99,750,3.9,70,"Sparkling Rosé from Cava, Spain",11.5,WW,0,Sparkling Rosé,Spain,Cava,1
Castelli Martinozzi Brunello di Montalcino Riserva ,Red Wine,80.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"JS, WE",2016,Sangiovese,Italy,Tuscany,2
Castelli Martinozzi Brunello di Montalcino ,Red Wine,50.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"JS, WE",2017,Sangiovese,Italy,Tuscany,2
Castello dei Rampolla Chianti Classico ,Red Wine,36.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.5,WE,2019,Sangiovese,Italy,Tuscany,1
Castello dei Rampolla Liu Merlot ,Red Wine,79.99,750,0.0,0,"Merlot from Tuscany, Italy",0.0,WS,2019,Merlot,Italy,Tuscany,1
Castello dei Rampolla Trebianco di Santa Lucia ,White Wine,44.99,750,0.0,0,"Other White Blends from Tuscany, Italy",0.0,JS,2020,Other White Blends,Italy,Tuscany,1
Castello dei Rampolla Sammarco ,Red Wine,109.99,750,0.0,0,"Sangiovese from Tuscany, Italy",14.5,"V, WE, JS, RP",2016,Sangiovese,Italy,Tuscany,4
Castello dei Rampolla Sangiovese di Santa Lucia ,Red Wine,57.99,750,0.0,0,"Sangiovese from Tuscany, Italy",14.5,V,2018,Sangiovese,Italy,Tuscany,1
Castello dei Rampolla Chianti Classico ,Red Wine,36.99,750,3.9,14,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.5,"WE, JS, V, RP",2018,Sangiovese,Italy,Tuscany,4
Castello dei Rampolla d'Alceo ,Red Wine,225.99,750,0.0,0,"Bordeaux Red Blends from Tuscany, Italy",14.5,"WS, JS, WE",2015,Bordeaux Red Blends,Italy,Tuscany,3
Castello di Albola Chianti Classico ,Red Wine,17.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",0.0,0,2019,Sangiovese,Italy,Tuscany,0
Castello di Ama Al Poggio Chardonnay ,White Wine,37.99,750,0.0,0,"Chardonnay from Tuscany, Italy",13.0,0,2019,Chardonnay,Italy,Tuscany,0
Castello di Ama Chianti Classico ,Red Wine,33.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.5,JS,2019,Sangiovese,Italy,Tuscany,1
Castello di Ama Montebuoni Chianti Classico Riserva ,Red Wine,50.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.5,"WE, RP, D, WS",2018,Sangiovese,Italy,Tuscany,4
Castello di Ama Il Chiuso ,Red Wine,34.99,750,0.0,0,"Pinot Noir from Tuscany, Italy",13.5,RP,2018,Pinot Noir,Italy,Tuscany,1
Castello di Ama Haiku ,Red Wine,69.99,750,0.0,0,"Other Red Blends from Chianti, Tuscany, Italy",13.5,"RP, V, WS",2017,Other Red Blends,Italy,Tuscany,3
Castello di Ama Chianti Classico San Lorenzo Gran Selezione ,Red Wine,70.99,750,4.1,7,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.0,"JS, WE, D, WS",2017,Sangiovese,Italy,Tuscany,4
Castello di Bolgheri Bolgheri Superiore ,Red Wine,99.99,750,0.0,0,"Bordeaux Red Blends from Bolgheri, Tuscany, Italy",14.5,"JS, RP, D, WE",2017,Bordeaux Red Blends,Italy,Tuscany,4
Castello di Bolgheri Bolgheri Varvara ,Red Wine,44.99,750,0.0,0,"Bordeaux Red Blends from Bolgheri, Tuscany, Italy",0.0,"JS, RP",2020,Bordeaux Red Blends,Italy,Tuscany,2
Castello di Bolgheri Bolgheri Superiore ,Red Wine,99.99,750,0.0,0,"Bordeaux Red Blends from Bolgheri, Tuscany, Italy",15.0,"RP, WE, WS, JS",2019,Bordeaux Red Blends,Italy,Tuscany,4
Castello di Bossi Chianti Classico Riserva Berardo ,Red Wine,35.99,750,4.1,72,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.5,"JS, WS, RP, WE",2016,Sangiovese,Italy,Tuscany,4
Castello di Bossi Chianti Classico ,Red Wine,25.99,750,3.8,6,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.0,"JS, WE, WS",2019,Sangiovese,Italy,Tuscany,3
Castello di Bossi Chianti Classico Gran Selezione ,Red Wine,42.99,750,3.7,32,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.5,"JS, RP, WE, D, WS",2016,Sangiovese,Italy,Tuscany,5
Castello di Bossi Chianti Classico (375ML half-bottle) ,Red Wine,13.99,375,3.7,15,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.5,JS,2018,Sangiovese,Italy,Tuscany,1
Castello di Luzzano Tasto di Seta Malvasia ,White Wine,19.99,750,0.0,0,Malvasia from Italy,14.5,0,2020,Malvasia,Italy,_Not_given_,0
Castello di Luzzano Tasto di Seta Malvasia ,White Wine,23.99,750,0.0,0,Malvasia from Italy,13.0,0,2021,Malvasia,Italy,_Not_given_,0
Castello di Luzzano Sommossa Bonarda Frizzante ,Sparkling & Champagne,19.99,750,0.0,0,"Red Sparkling Wine from Lombardy, Italy",13.0,0,2020,Red Sparkling Wine,Italy,Lombardy,0
Castello di Luzzano Sfacciata Malvasia Frizzante ,Sparkling & Champagne,19.99,750,0.0,0,Vintage Sparkling Wine from Italy,7.0,0,2018,Vintage Sparkling Wine,Italy,_Not_given_,0
Castello di Luzzano Carlino Oltrepo Pavese Bonarda ,Red Wine,21.99,750,3.6,14,"Bonarda from Lombardy, Italy",13.5,0,2017,Bonarda,Italy,Lombardy,0
Castello di Meleto Chianti Classico ,Red Wine,19.99,750,3.9,27,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.0,WS,2017,Sangiovese,Italy,Tuscany,1
Castello di Meleto Chianti Classico Gran Selezione ,Red Wine,39.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.0,JS,2018,Sangiovese,Italy,Tuscany,1
Castello di Meleto Chianti Classico Riserva ,Red Wine,29.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.5,WS,2017,Sangiovese,Italy,Tuscany,1
Castello di Monsanto Nemo ,Red Wine,54.99,750,0.0,0,"Cabernet Sauvignon from Tuscany, Italy",14.0,"RP, JS",2013,Cabernet Sauvignon,Italy,Tuscany,2
Castello di Monsanto Il Poggio Chianti Classico Gran Selezione ,Red Wine,89.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",0.0,"JS, WS",2017,Sangiovese,Italy,Tuscany,2
Castello di Monsanto Chianti Monrosso ,Red Wine,15.99,750,0.0,0,"Other Red Blends from Chianti, Tuscany, Italy",13.5,0,2018,Other Red Blends,Italy,Tuscany,0
Castello di Monsanto Toscana Monrosso ,Red Wine,14.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",0.0,0,2018,Tuscan Blends,Italy,Tuscany,0
Castello di Neive Barbera d'Alba Santo Stefano ,Red Wine,25.99,750,0.0,0,"Barbera from Alba, Piedmont, Italy",15.0,0,2020,Barbera,Italy,Piedmont,0
Castello di Neive Montebertotto Arneis ,White Wine,23.99,750,0.0,0,"Arneis from Piedmont, Italy",12.5,0,2021,Arneis,Italy,Piedmont,0
Castello di Neive I Cortini Pinot Nero ,Red Wine,29.99,750,0.0,0,"Pinot Noir from Piedmont, Italy",13.5,0,2019,Pinot Noir,Italy,Piedmont,0
Castello di Neive Barbaresco Santo Stefano ,Red Wine,76.99,750,0.0,0,"Nebbiolo from Barbaresco, Piedmont, Italy",14.5,"WE, W&S",2017,Nebbiolo,Italy,Piedmont,2
Castello di Neive Barbera d'Alba Superiore ,Red Wine,29.99,750,0.0,0,"Barbera from Alba, Piedmont, Italy",15.0,0,2018,Barbera,Italy,Piedmont,0
Castello di Neive Dolcetto d'Alba Basarin ,Red Wine,18.99,750,3.6,10,"Dolcetto from Alba, Piedmont, Italy",13.5,WE,2016,Dolcetto,Italy,Piedmont,1
Castello di Neive Barbaresco ,Red Wine,47.99,750,0.0,0,"Nebbiolo from Barbaresco, Piedmont, Italy",14.5,WE,2019,Nebbiolo,Italy,Piedmont,1
Castello di Neive Barbaresco ,Red Wine,49.99,750,3.6,16,"Nebbiolo from Barbaresco, Piedmont, Italy",14.5,WE,2018,Nebbiolo,Italy,Piedmont,1
Castello di Querceto Chianti Classico Riserva ,Red Wine,32.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.0,JS,2018,Sangiovese,Italy,Tuscany,1
Castello di Querceto Chianti Classico ,Red Wine,18.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",13.0,JS,2020,Sangiovese,Italy,Tuscany,1
Castello di Verduno Barbaresco Rabaja (3 Liter) ,Red Wine,309.97,750,0.0,0,"Nebbiolo from Barbaresco, Piedmont, Italy",0.0,0,2009,Nebbiolo,Italy,Piedmont,0
Castello di Verduno Barbaresco Rabaja (3 Liter) ,Red Wine,309.97,750,0.0,0,"Nebbiolo from Barbaresco, Piedmont, Italy",0.0,0,2008,Nebbiolo,Italy,Piedmont,0
Castello di Verrazzano Rosso ,Red Wine,18.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",13.0,0,2019,Tuscan Blends,Italy,Tuscany,0
Castello di Volpaia Chianti Classico ,Red Wine,25.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",0.0,"JS, WS",2020,Sangiovese,Italy,Tuscany,2
Castello di Volpaia Citto Rosso ,Red Wine,19.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",13.5,0,2020,Tuscan Blends,Italy,Tuscany,0
Castello di Volpaia Balifico ,Red Wine,95.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",14.5,"V, WS, JS",2018,Tuscan Blends,Italy,Tuscany,3
Castello di Volpaia Chianti Classico Riserva ,Red Wine,47.99,750,0.0,0,"Sangiovese from Chianti Classico, Chianti, Tuscany, Italy",14.0,"WS, JS, D",2019,Sangiovese,Italy,Tuscany,3
Castello Monaci Piluna Primitivo ,Red Wine,13.99,750,4.1,7,"Primitivo from Puglia, Italy",14.0,0,2020,Primitivo,Italy,Puglia,0
Castello Monaci Maru Negroamaro ,Red Wine,17.99,750,0.0,0,"Negroamaro from Puglia, Italy",0.0,0,2020,Negroamaro,Italy,Puglia,0
Castello Monaci Artas Primitivo ,Red Wine,39.99,750,0.0,0,"Primitivo from Puglia, Italy",0.0,0,2019,Primitivo,Italy,Puglia,0
Castello Monaci Liante Salice Salentino ,Red Wine,18.99,750,0.0,0,"Negroamaro from Puglia, Italy",14.0,0,2019,Negroamaro,Italy,Puglia,0
Castello Romitorio Brunello di Montalcino Riserva ,Red Wine,219.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",15.0,"V, RP, D",2016,Sangiovese,Italy,Tuscany,3
Castello Trebbio De Pazzi ,Red Wine,45.99,750,0.0,0,"Tuscan Blends from Tuscany, Italy",0.0,0,2016,Tuscan Blends,Italy,Tuscany,0
Castellroig Sabate i Coca Mosset Brut Nature Corpinnat ,Sparkling & Champagne,28.99,750,0.0,0,"Vintage Sparkling Wine from Penedes, Spain",12.5,RP,2014,Vintage Sparkling Wine,Spain,Penedes,1
Castellroig Sabate i Coca Brut Nature Josep Coca Corpinnat ,Sparkling & Champagne,39.99,750,0.0,0,"Vintage Sparkling Wine from Penedes, Spain",12.5,0,2013,Vintage Sparkling Wine,Spain,Penedes,0
Castellroig Brut Nature Reserva Corpinnat ,Sparkling & Champagne,22.99,750,0.0,0,"Vintage Sparkling Wine from Penedes, Spain",0.0,0,2018,Vintage Sparkling Wine,Spain,Penedes,0
Castellroig Brut Reserva Corpinnat,Sparkling & Champagne,20.99,750,0.0,0,"Non-Vintage Sparkling Wine from Penedes, Spain",12.0,0,0,Non-Vintage Sparkling Wine,Spain,Penedes,0
Castelmaure Corbieres Grand Cuvee ,Red Wine,15.99,750,0.0,0,"Rhone Red Blends from Corbieres, Languedoc, South of France, France",14.5,0,2016,Rhone Red Blends,France,South of France,0
Castelvero Barbera ,Red Wine,12.99,750,3.8,13,"Barbera from Piedmont, Italy",0.0,0,2019,Barbera,Italy,Piedmont,0
Castiglion del Bosco Gauggiole Rosso di Montalcino ,Red Wine,44.99,750,3.9,40,"Sangiovese from Montalcino, Tuscany, Italy",14.0,JS,2016,Sangiovese,Italy,Tuscany,1
Castiglion del Bosco Brunello di Montalcino ,Red Wine,69.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",15.0,"JS, RP, D, WS",2017,Sangiovese,Italy,Tuscany,4
Castiglion del Bosco Brunello di Montalcino Campo del Drago ,Red Wine,159.99,750,0.0,0,"Sangiovese from Montalcino, Tuscany, Italy",14.5,"JS, W&S, WS, RP",2016,Sangiovese,Italy,Tuscany,4
Castillo de Monseran Garnacha ,Red Wine,11.99,750,0.0,0,"Grenache from Carinena, Spain",0.0,0,2020,Grenache,Spain,Carinena,0
Castillo Perelada Brut Reserva Cava,Sparkling & Champagne,11.99,750,3.3,21,"Non-Vintage Sparkling Wine from Cava, Spain",11.5,W&S,0,Non-Vintage Sparkling Wine,Spain,Cava,1
Castle Rock Napa Valley Reserve Cabernet Sauvignon ,Red Wine,24.99,750,3.9,15,"Cabernet Sauvignon from Napa Valley, California",14.5,0,2017,Cabernet Sauvignon,California,Napa Valley,0
Castle Rock Columbia Valley Cabernet Sauvignon ,Red Wine,12.99,750,0.0,0,"Cabernet Sauvignon from Columbia Valley, Washington",13.5,0,2019,Cabernet Sauvignon,Washington,Columbia Valley,0
Castle Rock Central Coast Pinot Noir ,Red Wine,12.99,750,3.6,16,"Pinot Noir from Central Coast, California",14.5,WS,2018,Pinot Noir,California,Central Coast,1
Castle Rock Mendocino County Pinot Noir ,Red Wine,12.99,750,0.0,0,"Pinot Noir from Mendocino, California",14.5,0,2020,Pinot Noir,California,Mendocino,0
Castle Rock Paso Robles Cabernet Sauvignon ,Red Wine,11.99,750,0.0,0,"Cabernet Sauvignon from Paso Robles, Central Coast, California",13.5,0,2017,Cabernet Sauvignon,California,Central Coast,0
Castle Rock Central Coast Chardonnay ,White Wine,10.99,750,3.6,8,"Chardonnay from Central Coast, California",13.5,WE,2019,Chardonnay,California,Central Coast,1
Castoro Cellars Sauvignon Blanc ,White Wine,14.99,750,0.0,0,"Sauvignon Blanc from Paso Robles, Central Coast, California",13.5,WE,2020,Sauvignon Blanc,California,Central Coast,1
Castoro Cellars Cabernet Sauvignon ,Red Wine,19.99,750,2.9,7,"Cabernet Sauvignon from Paso Robles, Central Coast, California",13.5,"WE, WW",2018,Cabernet Sauvignon,California,Central Coast,2
Castoro Cellars Zinfandel ,Red Wine,19.99,750,0.0,0,"Zinfandel from Paso Robles, Central Coast, California",14.0,WE,2020,Zinfandel,California,Central Coast,1
Castoro Cellars Zinfusion Reserve Zinfandel ,Red Wine,24.99,750,0.0,0,"Zinfandel from Paso Robles, Central Coast, California",0.0,0,2020,Zinfandel,California,Central Coast,0
Castoro Cellars Whale Rock Vineyard Pinot Noir ,Red Wine,33.99,750,0.0,0,"Pinot Noir from Paso Robles, Central Coast, California",14.8,0,2020,Pinot Noir,California,Central Coast,0
Castro Candaz A Boca do Demo Tinto ,Red Wine,58.99,750,0.0,0,"Mencia from Ribeira Sacra, Spain",0.0,RP,2019,Mencia,Spain,Ribeira Sacra,1
Castro Candaz Finca El Curvado ,Red Wine,38.99,750,0.0,0,"Other Red Blends from Ribeira Sacra, Spain",0.0,RP,2019,Other Red Blends,Spain,Ribeira Sacra,1
Castro Candaz Ribeira Sacra Tinto ,Red Wine,25.99,750,0.0,0,"Mencia from Ribeira Sacra, Spain",13.0,0,2019,Mencia,Spain,Ribeira Sacra,0
Cataldi Madonna Malandrino Montepulciano d'Abruzzo ,Red Wine,25.99,750,0.0,0,"Montepulciano from Abruzzo, Italy",0.0,0,2020,Montepulciano,Italy,Abruzzo,0
Cataldi Madonna Cerasuolo d'Abruzzo Rose ,Pink and Rosé,22.99,750,0.0,0,"Rosé from Abruzzo, Italy",13.0,0,2021,Rosé,Italy,Abruzzo,0
Cataldi Madonna Toni Montepulciano d'Abruzzo ,Red Wine,67.99,750,0.0,0,"Montepulciano from Abruzzo, Italy",14.0,0,2017,Montepulciano,Italy,Abruzzo,0
Cataldi Madonna Pecorino Giulia ,White Wine,23.99,750,0.0,0,"Other White Wine from Abruzzo, Italy",12.5,0,2021,Other White Wine,Italy,Abruzzo,0
